"当地时间 杭州市(机场)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.11.2024 02:00";"16.1";"761.0";"764.9";"0.7";"88";"从西北方吹来的风";"2";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"18.3";"";"";"2500或更高，或无云。";"";"";"19.0";"14.1";"11.0";"12";"";"";"";"";
"01.11.2024 23:00";"17.0";"760.3";"764.2";"2.2";"90";"从西北偏北方向吹来的风";"4";"";"14";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"";"";"16.8";"18.3";"";"";"2500或更高，或无云。";"";"";"15.0";"15.3";"20.0";"12";"";"";"";"";
"01.11.2024 20:00";"17.1";"758.1";"762.0";"2.6";"99";"从西北偏北方向吹来的风";"5";"";"14";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"18.3";"";"";"2500或更高，或无云。";"";"";"5.0";"16.9";"35.0";"12";"";"";"";"";
"01.11.2024 17:00";"17.4";"755.5";"759.4";"1.8";"99";"从北方吹来的风";"4";"";"14";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"18.3";"";"";"2500或更高，或无云。";"";"";"3.1";"17.2";"53.0";"12";"";"";"";"";
"01.11.2024 14:00";"17.8";"753.7";"757.6";"-1.2";"98";"从北方吹来的风";"5";"";"13";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.0";"";"";"2500或更高，或无云。";"";"";"10.0";"17.5";"57.0";"12";"";"";"";"";
"01.11.2024 11:00";"18.2";"754.9";"758.7";"-0.6";"98";"从北方吹来的风";"6";"";"13";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.0";"";"";"2500或更高，或无云。";"";"";"5.0";"17.9";"58.0";"12";"";"";"";"";
"01.11.2024 08:00";"18.1";"755.5";"759.4";"-0.2";"98";"从北方吹来的风";"5";"";"13";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.0";"";"";"2500或更高，或无云。";"";"";"6.0";"17.8";"50.0";"12";"";"";"";"";
"01.11.2024 05:00";"17.3";"755.7";"759.5";"-0.6";"98";"从北方吹来的风";"6";"";"13";"";"间歇性雨，不冻，在观测时中度 ";"";"";"16.2";"19.0";"";"";"2500或更高，或无云。";"";"";"6.0";"17.0";"33.0";"12";"";"";"";"";
"01.11.2024 02:00";"17.7";"756.3";"760.1";"-1.3";"98";"从北方吹来的风";"6";"";"12";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"19.0";"";"";"2500或更高，或无云。";"";"";"10.0";"17.4";"22.0";"12";"";"";"";"";
"31.10.2024 23:00";"17.8";"757.6";"761.4";"-0.3";"99";"从西北偏北方向吹来的风";"5";"";"9";"";"间歇性雨，不冻，在观测时中度 ";"";"";"";"19.0";"";"";"2500或更高，或无云。";"";"";"6.0";"17.6";"13.0";"12";"";"";"";"";
"31.10.2024 20:00";"17.8";"757.9";"761.8";"-0.4";"100";"从北方吹来的风";"4";"";"8";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.0";"19.1";"";"";"2500或更高，或无云。";"";"";"2.7";"17.8";"6.0";"12";"";"";"";"";
"31.10.2024 17:00";"18.1";"758.3";"762.2";"-0.1";"99";"从北方吹来的风";"3";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"16.0";"19.1";"";"";"2500或更高，或无云。";"";"";"1.9";"17.9";"2.0";"12";"";"";"";"";
"31.10.2024 14:00";"18.7";"758.4";"762.3";"-1.9";"98";"从北方吹来的风";"3";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"16.0";"19.1";"";"";"2500或更高，或无云。";"";"";"3.2";"18.4";"1.0";"12";"";"";"";"";
"31.10.2024 11:00";"18.3";"760.3";"764.2";"-0.6";"93";"从西北偏北方向吹来的风";"3";"";"5";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"16.0";"19.2";"";"";"2500或更高，或无云。";"";"";"6.0";"17.1";"无降水";"12";"";"";"";"";
"31.10.2024 08:00";"17.1";"760.9";"764.8";"0.9";"91";"从西北方吹来的风";"2";"";"7";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.8";"19.2";"";"";"2500或更高，或无云。";"";"";"6.0";"15.6";"无降水";"12";"";"";"";"";
"31.10.2024 05:00";"16.3";"760.0";"763.9";"-0.9";"93";"从西北偏北方向吹来的风";"3";"";"7";"";"霾 ";"";"";"13.2";"19.2";"";"";"2500或更高，或无云。";"";"";"5.0";"15.2";"无降水";"12";"";"";"";"";
"31.10.2024 02:00";"16.1";"760.9";"764.8";"-0.6";"95";"从西北方吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"19.2";"";"";"2500或更高，或无云。";"";"";"6.0";"15.3";"无降水";"12";"";"";"";"";
"30.10.2024 23:00";"18.2";"761.5";"765.4";"0.0";"84";"从北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"19.2";"";"";"2500或更高，或无云。";"";"";"11.0";"15.5";"无降水";"12";"";"";"";"";
"30.10.2024 20:00";"18.2";"761.5";"765.4";"0.4";"79";"从西北偏北方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"19.2";"";"";"2500或更高，或无云。";"";"";"14.0";"14.5";"无降水";"12";"";"";"";"";
"30.10.2024 17:00";"18.7";"761.1";"765.0";"-0.1";"76";"从北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"19.2";"";"";"2500或更高，或无云。";"";"";"12.0";"14.4";"无降水";"12";"";"";"";"";
"30.10.2024 14:00";"19.0";"761.2";"765.1";"-1.8";"75";"从西北偏北方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.5";"";"";"2500或更高，或无云。";"";"";"13.0";"14.5";"无降水";"12";"";"";"";"";
"30.10.2024 11:00";"16.7";"763.0";"766.9";"-0.4";"78";"从西北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.5";"";"";"2500或更高，或无云。";"";"";"9.0";"12.8";"无降水";"12";"";"";"";"";
"30.10.2024 08:00";"14.8";"763.4";"767.3";"1.9";"86";"从西北偏北方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"";"";"";"2500或更高，或无云。";"";"";"6.0";"12.5";"无降水";"12";"";"";"";"";
"30.10.2024 05:00";"13.6";"761.5";"765.4";"-0.5";"88";"从西北方吹来的风";"2";"";"6";"";"霾 ";"";"";"13.4";"20.5";"";"";"2500或更高，或无云。";"";"";"7.0";"11.7";"无降水";"12";"";"";"";"";
"30.10.2024 02:00";"13.9";"762.0";"765.9";"-0.1";"86";"从西北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.7";"20.5";"";"";"2500或更高，或无云。";"";"";"7.0";"11.6";"无降水";"12";"";"";"";"";
"29.10.2024 23:00";"14.2";"762.1";"766.0";"1.2";"79";"从西北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.9";"20.5";"";"";"2500或更高，或无云。";"";"";"9.0";"10.6";"无降水";"12";"";"";"";"";
"29.10.2024 20:00";"15.2";"760.9";"764.8";"1.0";"76";"从西北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"20.5";"";"";"2500或更高，或无云。";"";"";"11.0";"11.0";"无降水";"12";"";"";"";"";
"29.10.2024 17:00";"18.6";"759.9";"763.8";"-0.1";"56";"从东北偏北方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"20.5";"";"";"2500或更高，或无云。";"";"";"9.0";"9.7";"无降水";"12";"";"";"";"";
"29.10.2024 14:00";"20.2";"760.0";"763.9";"-1.2";"54";"从北方吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"20.5";"";"";"2500或更高，或无云。";"";"";"8.0";"10.6";"无降水";"12";"";"";"";"";
"29.10.2024 11:00";"18.6";"761.2";"765.1";"-0.1";"63";"从北方吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"19.8";"";"";"2500或更高，或无云。";"";"";"5.0";"11.4";"无降水";"12";"";"";"";"";
"29.10.2024 08:00";"15.6";"761.3";"765.2";"1.3";"90";"从西北偏西方向吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"";"";"";"2500或更高，或无云。";"";"";"3.0";"14.0";"无降水";"12";"";"";"";"";
"29.10.2024 05:00";"14.7";"760.0";"763.9";"0.3";"94";"从西北偏西方向吹来的风";"2";"";"4";"";"薄雾 ";"";"";"14.1";"19.8";"";"";"2500或更高，或无云。";"";"";"2.5";"13.7";"无降水";"12";"";"";"";"";
"29.10.2024 02:00";"14.6";"759.7";"763.6";"-0.3";"97";"从西北方吹来的风";"2";"";"6";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"19.8";"";"";"2500或更高，或无云。";"";"";"1.9";"14.1";"无降水";"12";"";"";"";"";
"28.10.2024 23:00";"15.4";"760.0";"763.9";"-0.3";"89";"从西北方吹来的风";"2";"";"7";"";"霾 ";"";"";"15.4";"19.8";"";"";"2500或更高，或无云。";"";"";"3.1";"13.6";"无降水";"12";"";"";"";"";
"28.10.2024 20:00";"16.3";"760.3";"764.2";"1.5";"87";"从西北方吹来的风";"1";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"19.8";"";"";"2500或更高，或无云。";"";"";"3.6";"14.1";"无降水";"12";"";"";"";"";
"28.10.2024 17:00";"18.6";"758.8";"762.7";"0.0";"70";"从东北偏北方向吹来的风";"2";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"19.8";"";"";"2500或更高，或无云。";"";"";"5.0";"13.0";"";"";"";"";"";"";
"28.10.2024 14:00";"19.5";"758.8";"762.7";"-1.3";"72";"从西北偏北方向吹来的风";"2";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"19.5";"";"";"2500或更高，或无云。";"";"";"5.0";"14.3";"2.0";"12";"";"";"";"";
"28.10.2024 11:00";"19.2";"760.1";"764.0";"0.1";"76";"从北方吹来的风";"3";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"19.6";"";"";"2500或更高，或无云。";"";"";"5.0";"14.9";"4.0";"12";"";"";"";"";
"28.10.2024 08:00";"16.5";"760.0";"763.9";"1.0";"98";"从西北偏北方向吹来的风";"1";"";"6";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"";"";"";"2500或更高，或无云。";"";"";"3.1";"16.2";"4.0";"12";"";"";"";"";
"28.10.2024 05:00";"15.9";"759.0";"762.9";"-0.4";"99";"从西北方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"15.9";"";"";"";"2500或更高，或无云。";"";"";"2.3";"15.7";"3.0";"12";"";"";"";"";
"28.10.2024 02:00";"16.3";"759.4";"763.3";"0.0";"97";"从西北方吹来的风";"2";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"20.1";"";"";"2500或更高，或无云。";"";"";"3.8";"15.8";"2.0";"12";"";"";"";"";
"27.10.2024 23:00";"17.3";"759.4";"763.3";"0.0";"90";"从西北偏北方向吹来的风";"2";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.4";"20.1";"";"";"2500或更高，或无云。";"";"";"15.0";"15.6";"1.0";"12";"";"";"";"";
"27.10.2024 20:00";"16.4";"759.4";"763.3";"0.0";"95";"从西南偏南方向吹来的风";"1";"";"12";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"20.1";"";"";"2500或更高，或无云。";"";"";"16.0";"15.6";"1.0";"12";"";"";"";"";
"27.10.2024 17:00";"17.2";"759.4";"763.2";"1.1";"90";"从西方吹来的风";"1";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.9";"20.6";"";"";"2500或更高，或无云。";"";"";"19.0";"15.5";"1.0";"12";"";"";"";"";
"27.10.2024 14:00";"17.8";"758.3";"762.1";"0.1";"92";"从北方吹来的风";"5";"";"12";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.8";"20.9";"";"";"2500或更高，或无云。";"";"";"13.0";"16.5";"1.0";"12";"";"";"";"";
"27.10.2024 11:00";"19.6";"758.2";"762.1";"0.4";"96";"从西北偏北方向吹来的风";"4";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"";"";"";"2500或更高，或无云。";"";"";"7.0";"18.9";"0.1";"12";"";"";"";"";
"27.10.2024 08:00";"19.8";"757.8";"761.6";"1.0";"97";"从北方吹来的风";"2";"";"5";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"19.3";"0.7";"12";"";"";"";"";
"27.10.2024 05:00";"19.7";"756.8";"760.6";"-0.4";"98";"从西北偏北方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"18.9";"21.2";"";"";"2500或更高，或无云。";"";"";"30.0";"19.4";"2.0";"12";"";"";"";"";
"27.10.2024 02:00";"19.9";"757.2";"761.0";"-0.6";"98";"从西北偏西方向吹来的风";"1";"";"7";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"21.2";"";"";"2500或更高，或无云。";"";"";"20.0";"19.6";"3.0";"12";"";"";"";"";
"26.10.2024 23:00";"19.9";"757.8";"761.6";"0.2";"100";"从西北方吹来的风";"3";"";"7";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"";"";"18.4";"21.2";"";"";"2500或更高，或无云。";"";"";"10.0";"19.9";"5.0";"12";"";"";"";"";
"26.10.2024 20:00";"20.0";"757.6";"761.4";"0.9";"100";"从西北偏北方向吹来的风";"3";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"18.2";"21.2";"";"";"2500或更高，或无云。";"";"";"6.0";"20.0";"9.0";"12";"";"";"";"";
"26.10.2024 17:00";"20.6";"756.7";"760.5";"0.4";"100";"从西北偏北方向吹来的风";"3";"";"8";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"18.2";"21.2";"";"";"2500或更高，或无云。";"";"";"5.0";"20.6";"11.0";"12";"";"";"";"";
"26.10.2024 14:00";"20.9";"756.3";"760.1";"-1.8";"100";"从西北偏北方向吹来的风";"3";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"18.2";"21.2";"";"";"2500或更高，或无云。";"";"";"3.7";"20.9";"13.0";"12";"";"";"";"";
"26.10.2024 11:00";"20.4";"758.1";"761.9";"-0.7";"100";"从西北偏北方向吹来的风";"3";"";"8";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.2";"21.7";"";"";"2500或更高，或无云。";"";"";"3.3";"20.4";"14.0";"12";"";"";"";"";
"26.10.2024 08:00";"19.2";"758.8";"762.6";"0.8";"100";"从西北偏北方向吹来的风";"4";"";"8";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.6";"";"";"";"2500或更高，或无云。";"";"";"2.7";"19.2";"13.0";"12";"";"";"";"";
"26.10.2024 05:00";"18.9";"758.0";"761.8";"-0.5";"100";"从西北偏北方向吹来的风";"4";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"15.9";"21.7";"";"";"2500或更高，或无云。";"";"";"2.3";"18.9";"10.0";"12";"";"";"";"";
"26.10.2024 02:00";"18.6";"758.5";"762.3";"-1.1";"100";"从西北偏北方向吹来的风";"4";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"21.7";"";"";"2500或更高，或无云。";"";"";"1.4";"18.6";"7.0";"12";"";"";"";"";
"25.10.2024 23:00";"18.4";"759.6";"763.4";"-0.7";"100";"从西北偏北方向吹来的风";"3";"";"7";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"";"";"15.6";"21.7";"";"";"2500或更高，或无云。";"";"";"1.1";"18.4";"4.0";"12";"";"";"";"";
"25.10.2024 20:00";"18.3";"760.3";"764.2";"0.6";"99";"从西北偏北方向吹来的风";"3";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"21.7";"";"";"2500或更高，或无云。";"";"";"1.4";"18.1";"1.0";"12";"";"";"";"";
"25.10.2024 17:00";"20.6";"759.7";"763.6";"-0.3";"77";"从东北偏北方向吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"21.7";"";"";"2500或更高，或无云。";"";"";"15.0";"16.4";"无降水";"12";"";"";"";"";
"25.10.2024 14:00";"20.8";"760.0";"763.9";"-1.5";"70";"从北方吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"21.7";"";"";"2500或更高，或无云。";"";"";"17.0";"15.1";"无降水";"12";"";"";"";"";
"25.10.2024 11:00";"20.4";"761.5";"765.4";"-0.5";"69";"从东北偏北方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"19.0";"14.5";"无降水";"12";"";"";"";"";
"25.10.2024 08:00";"17.6";"762.0";"765.9";"0.8";"78";"从西北偏北方向吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.3";"20.5";"";"";"2500或更高，或无云。";"";"";"15.0";"13.7";"无降水";"12";"";"";"";"";
"25.10.2024 05:00";"15.9";"761.2";"765.1";"0.0";"82";"从西北偏北方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"11.3";"20.5";"";"";"2500或更高，或无云。";"";"";"10.0";"12.8";"无降水";"12";"";"";"";"";
"25.10.2024 02:00";"16.7";"761.2";"765.1";"-0.6";"71";"从北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.5";"";"";"2500或更高，或无云。";"";"";"21.0";"11.4";"无降水";"12";"";"";"";"";
"24.10.2024 23:00";"17.1";"761.8";"765.7";"0.0";"68";"从东北偏东方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.5";"";"";"2500或更高，或无云。";"";"";"21.0";"11.2";"无降水";"12";"";"";"";"";
"24.10.2024 20:00";"17.9";"761.8";"765.7";"0.8";"70";"从东北偏东方向吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.5";"";"";"2500或更高，或无云。";"";"";"19.0";"12.4";"无降水";"12";"";"";"";"";
"24.10.2024 17:00";"19.6";"761.0";"764.9";"-0.1";"56";"从东北偏东方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.5";"";"";"2500或更高，或无云。";"";"";"21.0";"10.6";"无降水";"12";"";"";"";"";
"24.10.2024 14:00";"19.8";"761.1";"765.0";"-1.7";"53";"从东北偏北方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.0";"";"";"2500或更高，或无云。";"";"";"23.0";"10.0";"无降水";"12";"";"";"";"";
"24.10.2024 11:00";"18.9";"762.8";"766.7";"-0.3";"53";"从东方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.1";"";"";"2500或更高，或无云。";"";"";"17.0";"9.1";"无降水";"12";"";"";"";"";
"24.10.2024 08:00";"14.2";"763.1";"767.0";"0.8";"77";"从西北方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.3";"20.1";"";"";"2500或更高，或无云。";"";"";"8.0";"10.2";"无降水";"12";"";"";"";"";
"24.10.2024 05:00";"11.9";"762.3";"766.2";"0.2";"86";"从西北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"11.8";"20.1";"";"";"2500或更高，或无云。";"";"";"8.0";"9.6";"无降水";"12";"";"";"";"";
"24.10.2024 02:00";"12.3";"762.1";"766.0";"-0.9";"80";"从北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.2";"20.1";"";"";"2500或更高，或无云。";"";"";"9.0";"9.0";"无降水";"12";"";"";"";"";
"23.10.2024 23:00";"13.9";"763.0";"766.9";"-0.4";"71";"从西北方吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.2";"20.1";"";"";"2500或更高，或无云。";"";"";"10.0";"8.7";"无降水";"12";"";"";"";"";
"23.10.2024 20:00";"15.9";"763.4";"767.3";"1.0";"61";"从东北偏北方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.1";"";"";"2500或更高，或无云。";"";"";"10.0";"8.4";"无降水";"12";"";"";"";"";
"23.10.2024 17:00";"17.8";"762.4";"766.3";"-0.4";"47";"从东北偏北方向吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.1";"";"";"2500或更高，或无云。";"";"";"14.0";"6.3";"无降水";"12";"";"";"";"";
"23.10.2024 14:00";"19.7";"762.8";"766.7";"-2.0";"47";"从北方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.1";"";"";"2500或更高，或无云。";"";"";"11.0";"8.1";"无降水";"12";"";"";"";"";
"23.10.2024 11:00";"17.3";"764.8";"768.7";"-0.3";"57";"从东北方吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"21.7";"";"";"2500或更高，或无云。";"";"";"8.0";"8.7";"无降水";"12";"";"";"";"";
"23.10.2024 08:00";"14.5";"765.1";"769.0";"1.2";"68";"从西北偏北方向吹来的风";"3";"";"9";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"21.7";"";"";"2500或更高，或无云。";"";"";"6.0";"8.7";"无降水";"12";"";"";"";"";
"23.10.2024 05:00";"13.8";"763.9";"767.8";"-0.2";"76";"从北方吹来的风";"3";"";"12";"";"霾 ";"";"";"13.8";"21.7";"";"";"2500或更高，或无云。";"";"";"4.9";"9.6";"无降水";"12";"";"";"";"";
"23.10.2024 02:00";"14.9";"764.1";"768.0";"-0.1";"70";"从西北偏北方向吹来的风";"3";"";"12";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"21.7";"";"";"2500或更高，或无云。";"";"";"7.0";"9.5";"无降水";"12";"";"";"";"";
"22.10.2024 23:00";"16.3";"764.2";"768.1";"0.6";"71";"从西北偏北方向吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.3";"21.7";"";"";"2500或更高，或无云。";"";"";"11.0";"11.0";"无降水";"12";"";"";"";"";
"22.10.2024 20:00";"17.1";"763.6";"767.5";"1.7";"77";"从北方吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.1";"21.7";"";"";"2500或更高，或无云。";"";"";"24.0";"13.0";"无降水";"12";"";"";"";"";
